500.00,0.00
501.93,0.00
503.86,0.00
505.79,0.00
507.72,0.00
509.64,0.00
511.57,0.00
513.50,0.00
515.43,0.00
517.36,0.00
519.29,0.00
521.22,0.00
523.15,0.00
525.08,0.00
527.00,0.00
528.93,0.00
530.86,0.00
532.79,0.00
534.72,0.00
536.65,0.00
538.58,0.00
540.51,0.00
542.43,0.00
544.36,0.00
546.29,0.00
548.22,0.00
550.15,0.00
552.08,0.00
554.01,0.00
555.94,0.00
557.87,0.00
559.79,0.00
561.72,0.00
563.65,0.00
565.58,0.00
567.51,0.00
569.44,0.00
571.37,0.00
573.30,0.00
575.23,0.00
577.15,0.00
579.08,0.00
581.01,0.00
582.94,0.00
584.87,0.00
586.80,0.00
588.73,0.00
590.66,0.00
592.58,0.00
594.51,0.00
596.44,0.00
598.37,0.00
600.30,0.00
602.23,0.00
604.16,0.00
606.09,0.00
608.02,0.00
609.94,0.00
611.87,0.00
613.80,0.00
615.73,0.00
617.66,0.00
619.59,0.00
621.52,0.00
623.45,0.00
625.38,0.00
627.30,0.00
629.23,0.00
631.16,0.00
633.09,0.00
635.02,0.00
636.95,0.00
638.88,0.00
640.81,0.00
642.73,0.00
644.66,0.00
646.59,0.00
648.52,0.00
650.45,0.00
652.38,0.00
654.31,0.00
656.24,0.00
658.17,0.00
660.09,0.00
662.02,0.00
663.95,0.00
665.88,0.00
667.81,0.00
669.74,0.00
671.67,0.00
673.60,0.00
675.53,0.00
677.45,0.00
679.38,0.00
681.31,0.00
683.24,0.00
685.17,0.00
687.10,0.00
689.03,0.00
690.96,0.00
692.88,0.00
694.81,0.00
696.74,0.00
698.67,0.00
700.60,0.00
702.53,0.00
704.46,0.00
706.39,0.00
708.32,0.00
710.24,0.00
712.17,0.00
714.10,0.00
716.03,0.00
717.96,0.00
719.89,0.00
721.82,0.00
723.75,0.00
725.68,0.00
727.60,0.00
729.53,0.00
731.46,0.00
733.39,0.00
735.32,0.00
737.25,0.00
739.18,0.00
741.11,0.00
743.03,0.00
744.96,0.00
746.89,0.00
748.82,0.00
750.75,0.00
752.68,0.00
754.61,0.00
756.54,0.00
758.47,0.00
760.39,0.00
762.32,0.00
764.25,0.00
766.18,0.00
768.11,0.00
770.04,0.00
771.97,0.00
773.90,0.00
775.83,0.00
777.75,0.00
779.68,0.00
781.61,0.00
783.54,0.00
785.47,0.00
787.40,0.00
789.33,0.00
791.26,0.00
793.18,0.00
795.11,0.00
797.04,0.00
798.97,0.00
800.90,0.00
802.83,0.00
804.76,0.00
806.69,0.00
808.62,0.00
810.54,0.00
812.47,0.00
814.40,0.00
816.33,0.00
818.26,0.00
820.19,0.00
822.12,0.00
824.05,0.00
825.98,0.00
827.90,0.00
829.83,0.00
831.76,0.00
833.69,0.00
835.62,0.00
837.55,0.00
839.48,0.00
841.41,0.00
843.33,0.00
845.26,0.00
847.19,0.00
849.12,0.00
851.05,0.00
852.98,0.00
854.91,0.00
856.84,0.00
858.77,0.00
860.69,0.00
862.62,0.00
864.55,0.00
866.48,0.00
868.41,0.00
870.34,0.00
872.27,0.00
874.20,0.00
876.13,0.00
878.05,0.00
879.98,0.00
881.91,0.00
883.84,0.00
885.77,0.00
887.70,0.00
889.63,0.00
891.56,0.00
893.48,0.00
895.41,0.00
897.34,0.00
899.27,0.00
901.20,0.00
903.13,0.00
905.06,0.00
906.99,0.00
908.92,0.00
910.84,0.00
912.77,0.00
914.70,0.00
916.63,0.00
918.56,0.00
920.49,0.00
922.42,0.00
924.35,0.00
926.28,0.00
928.20,0.00
930.13,0.00
932.06,0.00
933.99,0.00
935.92,0.00
937.85,0.00
939.78,0.00
941.71,0.00
943.63,0.00
945.56,0.00
947.49,0.00
949.42,0.00
951.35,0.00
953.28,0.00
955.21,0.00
957.14,0.00
959.07,0.00
960.99,0.00
962.92,0.00
964.85,0.00
966.78,0.00
968.71,0.00
970.64,0.00
972.57,0.00
974.50,0.00
976.43,0.00
978.35,0.00
980.28,0.00
982.21,0.00
984.14,0.00
986.07,0.00
988.00,0.00
989.93,0.00
991.86,0.00
993.78,0.00
995.71,0.00
997.64,0.00
999.57,0.00
1001.50,0.00
1003.43,0.00
1005.36,0.00
1007.29,0.00
1009.22,0.00
1011.14,0.00
1013.07,0.00
1015.00,0.00
1016.93,0.00
1018.86,0.00
1020.79,0.00
1022.72,0.00
1024.65,0.00
1026.58,0.00
1028.50,0.00
1030.43,0.00
1032.36,0.00
1034.29,0.00
1036.22,0.00
1038.15,0.00
1040.08,0.00
1042.01,0.00
1043.93,0.00
1045.86,0.00
1047.79,0.00
1049.72,0.00
1051.65,0.00
1053.58,0.00
1055.51,0.00
1057.44,0.00
1059.37,0.00
1061.29,0.00
1063.22,0.00
1065.15,0.00
1067.08,0.00
1069.01,0.00
1070.94,0.00
1072.87,0.00
1074.80,0.00
1076.73,0.00
1078.65,0.00
1080.58,0.00
1082.51,0.00
1084.44,0.00
1086.37,0.00
1088.30,0.00
1090.23,0.00
1092.16,0.00
1094.08,0.00
1096.01,0.00
1097.94,0.00
1099.87,0.00
1101.80,0.00
1103.73,0.00
1105.66,0.00
1107.59,0.00
1109.52,0.00
1111.44,0.00
1113.37,0.00
1115.30,0.00
1117.23,0.00
1119.16,0.00
1121.09,0.00
1123.02,0.00
1124.95,0.00
1126.88,0.00
1128.80,0.00
1130.73,0.00
1132.66,0.00
1134.59,0.00
1136.52,0.00
1138.45,0.00
1140.38,0.00
1142.31,0.00
1144.23,0.00
1146.16,0.00
1148.09,0.00
1150.02,0.00
1151.95,0.00
1153.88,0.00
1155.81,0.00
1157.74,0.00
1159.67,0.00
1161.59,0.00
1163.52,0.00
1165.45,0.00
1167.38,0.00
1169.31,0.00
1171.24,0.00
1173.17,0.00
1175.10,0.00
1177.03,0.00
1178.95,0.00
1180.88,0.00
1182.81,0.00
1184.74,0.00
1186.67,0.00
1188.60,0.00
1190.53,0.00
1192.46,0.00
1194.38,0.00
1196.31,0.00
1198.24,0.00
1200.17,0.00
1202.10,0.00
1204.03,0.00
1205.96,0.00
1207.89,0.00
1209.82,0.00
1211.74,0.00
1213.67,0.00
1215.60,0.00
1217.53,0.00
1219.46,0.00
1221.39,0.00
1223.32,0.00
1225.25,0.00
1227.18,0.00
1229.10,0.00
1231.03,0.00
1232.96,0.00
1234.89,0.00
1236.82,0.00
1238.75,0.00
1240.68,0.00
1242.61,0.00
1244.53,0.00
1246.46,0.00
1248.39,0.00
1250.32,0.00
1252.25,0.00
1254.18,0.00
1256.11,0.00
1258.04,0.00
1259.97,0.00
1261.89,0.00
1263.82,0.00
1265.75,0.00
1267.68,0.00
1269.61,0.00
1271.54,0.00
1273.47,0.00
1275.40,0.00
1277.33,0.00
1279.25,0.00
1281.18,0.00
1283.11,0.00
1285.04,0.00
1286.97,0.00
1288.90,0.00
1290.83,0.00
1292.76,0.00
1294.68,0.00
1296.61,0.00
1298.54,0.00
1300.47,0.00
1302.40,0.00
1304.33,0.00
1306.26,0.00
1308.19,0.00
1310.12,0.00
1312.04,0.00
1313.97,0.00
1315.90,0.00
1317.83,0.00
1319.76,0.00
1321.69,0.00
1323.62,0.00
1325.55,0.00
1327.48,0.00
1329.40,0.00
1331.33,0.00
1333.26,0.00
1335.19,0.00
1337.12,0.00
1339.05,0.00
1340.98,0.00
1342.91,0.00
1344.83,0.00
1346.76,0.00
1348.69,0.00
1350.62,0.00
1352.55,0.00
1354.48,0.00
1356.41,0.00
1358.34,0.00
1360.27,0.00
1362.19,0.00
1364.12,0.00
1366.05,0.00
1367.98,0.00
1369.91,0.00
1371.84,0.00
1373.77,0.00
1375.70,0.00
1377.63,0.00
1379.55,0.00
1381.48,0.00
1383.41,0.00
1385.34,0.00
1387.27,0.00
1389.20,0.00
1391.13,0.00
1393.06,0.00
1394.98,0.00
1396.91,0.00
1398.84,0.00
1400.77,0.00
1402.70,0.00
1404.63,0.00
1406.56,0.00
1408.49,0.00
1410.42,0.00
